MONTH_END,CODE,CODE_DISPLAY_NAME,PRICE_TYPE_DESCRIPTION,VALUE
2011-05-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1610.0874999999999
2011-05-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1388.8
2011-05-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1415.2
2011-05-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1552.28
2011-05-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1431.975
2011-05-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1405.72
2011-05-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1747.4625
2011-05-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1681.0325
2011-05-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1676.0
2011-05-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1810.4625
2011-05-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1810.4625
2011-05-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1835.6625
2011-05-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1739.9
2011-05-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1742.6275
2011-05-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1347.035
2011-05-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1341.1925
2011-05-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1468.9975
2011-05-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1591.9
2011-06-30,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1633.5
2011-06-30,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1799.75
2011-06-30,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1853.75
2011-06-30,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,2272.75
2011-06-30,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1633.5
2011-06-30,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1760.0
2011-06-30,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1804.75
2011-06-30,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,2249.25
2011-06-30,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,542.2295454545455
2011-06-30,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1373.68
2011-06-30,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1369.22
2011-06-30,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1405.92
2011-06-30,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1492.98
2011-06-30,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1645.38
2011-06-30,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1382.6
2011-06-30,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1373.68
2011-06-30,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1430.62
2011-06-30,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1498.72
2011-06-30,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1736.5
2011-06-30,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1725.57
2011-06-30,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1445.97
2011-06-30,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1392.22
2011-06-30,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1545.0
2011-06-30,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1533.28
2011-06-30,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1684.24
2011-06-30,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1676.86
2011-06-30,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1516.675
2011-06-30,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1529.575
2011-06-30,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1665.53
2011-06-30,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1489.88
2011-06-30,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1455.48
2011-06-30,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2011-06-30,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.88
2011-06-30,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2011-06-30,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-06-30,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-06-30,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-06-30,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1835.15
2011-06-30,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.74
2011-06-30,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1416.47
2011-06-30,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1410.32
2011-06-30,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1537.93
2011-06-30,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1660.45
2011-07-31,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1585.0
2011-07-31,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1753.0
2011-07-31,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1807.2
2011-07-31,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,2230.8
2011-07-31,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1585.0
2011-07-31,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1713.0
2011-07-31,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1758.0
2011-07-31,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,2207.0
2011-07-31,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,585.74875
2011-07-31,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1373.68
2011-07-31,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1369.22
2011-07-31,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1405.92
2011-07-31,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1492.98
2011-07-31,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1645.3800000000003
2011-07-31,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1382.6
2011-07-31,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1373.68
2011-07-31,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1430.62
2011-07-31,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1498.72
2011-07-31,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1736.5
2011-07-31,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1725.5700000000002
2011-07-31,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1445.97
2011-07-31,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1392.22
2011-07-31,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1545.0
2011-07-31,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1533.28
2011-07-31,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1684.2400000000002
2011-07-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1676.86
2011-07-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1559.3
2011-07-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1567.7
2011-07-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1703.28
2011-07-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1489.88
2011-07-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1455.48
2011-07-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2011-07-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.8800000000003
2011-07-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2011-07-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-07-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-07-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-07-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1835.15
2011-07-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.7400000000002
2011-07-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1416.47
2011-07-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1410.32
2011-07-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1537.93
2011-07-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1660.45
2011-08-31,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1529.75
2011-08-31,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1694.0
2011-08-31,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1744.5
2011-08-31,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,2180.5
2011-08-31,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1529.75
2011-08-31,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1654.5
2011-08-31,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1696.75
2011-08-31,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,2157.5
2011-08-31,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,543.954347826087
2011-08-31,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1373.68
2011-08-31,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1369.22
2011-08-31,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1405.92
2011-08-31,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1492.98
2011-08-31,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1645.38
2011-08-31,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1382.6
2011-08-31,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1373.68
2011-08-31,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1430.62
2011-08-31,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1498.72
2011-08-31,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1736.5
2011-08-31,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1725.57
2011-08-31,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1445.97
2011-08-31,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1392.22
2011-08-31,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1545.0
2011-08-31,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1533.28
2011-08-31,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1684.24
2011-08-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1676.86
2011-08-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1559.3
2011-08-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1567.7
2011-08-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1703.28
2011-08-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1489.88
2011-08-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1455.48
2011-08-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2011-08-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.88
2011-08-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2011-08-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-08-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-08-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-08-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1835.15
2011-08-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.74
2011-08-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1416.47
2011-08-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1410.32
2011-08-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1537.93
2011-08-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1660.45
2011-09-30,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1474.2
2011-09-30,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1661.2
2011-09-30,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1709.4
2011-09-30,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,2133.0
2011-09-30,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1504.4
2011-09-30,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1624.0
2011-09-30,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1663.8
2011-09-30,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,2110.6
2011-09-30,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,538.0658536585366
2011-09-30,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1349.6560000000002
2011-09-30,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1350.8
2011-09-30,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1387.74
2011-09-30,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1475.1
2011-09-30,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1609.7400000000002
2011-09-30,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1364.0
2011-09-30,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1349.6560000000002
2011-09-30,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1412.2
2011-09-30,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1480.48
2011-09-30,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1531.14
2011-09-30,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1689.9299999999998
2011-09-30,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1430.0059999999999
2011-09-30,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1380.1399999999999
2011-09-30,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1533.0
2011-09-30,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1521.44
2011-09-30,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1660.56
2011-09-30,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1664.9899999999998
2011-09-30,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1559.3
2011-09-30,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1567.7
2011-09-30,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1703.28
2011-09-30,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1489.88
2011-09-30,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1455.48
2011-09-30,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2011-09-30,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.8800000000003
2011-09-30,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2011-09-30,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-09-30,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-09-30,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-09-30,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1835.15
2011-09-30,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.7400000000002
2011-09-30,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1416.47
2011-09-30,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1410.32
2011-09-30,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1537.93
2011-09-30,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1660.45
2011-10-31,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1413.0
2011-10-31,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1594.0
2011-10-31,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1622.0
2011-10-31,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,2055.5
2011-10-31,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1442.5
2011-10-31,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1557.5
2011-10-31,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1578.0
2011-10-31,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,2034.0
2011-10-31,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,497.27195121951223
2011-10-31,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1325.94
2011-10-31,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1330.845
2011-10-31,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1368.0449999999998
2011-10-31,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1452.005
2011-10-31,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1574.8425
2011-10-31,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1343.85
2011-10-31,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1325.94
2011-10-31,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1392.2450000000001
2011-10-31,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1460.72
2011-10-31,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1519.815
2011-10-31,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1625.3325
2011-10-31,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1398.385
2011-10-31,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1354.47
2011-10-31,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1503.75
2011-10-31,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1492.58
2011-10-31,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1613.94
2011-10-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1606.38
2011-10-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1559.3
2011-10-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1567.7
2011-10-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1703.28
2011-10-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1489.88
2011-10-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1455.48
2011-10-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2011-10-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.88
2011-10-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2011-10-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-10-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-10-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-10-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1835.15
2011-10-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.74
2011-10-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1416.47
2011-10-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1410.32
2011-10-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1537.93
2011-10-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1660.45
2011-11-30,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1355.25
2011-11-30,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1531.5
2011-11-30,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1530.5
2011-11-30,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,1938.0
2011-11-30,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1383.5
2011-11-30,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1496.0
2011-11-30,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1487.5
2011-11-30,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,1917.25
2011-11-30,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,411.4976190476191
2011-11-30,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1302.84
2011-11-30,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1307.82
2011-11-30,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1345.32
2011-11-30,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1418.48
2011-11-30,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1541.43
2011-11-30,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1320.6
2011-11-30,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1302.84
2011-11-30,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1369.22
2011-11-30,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1437.92
2011-11-30,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1485.84
2011-11-30,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1591.92
2011-11-30,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1375.36
2011-11-30,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1331.82
2011-11-30,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1470.0
2011-11-30,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1459.28
2011-11-30,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1580.64
2011-11-30,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1572.99
2011-11-30,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1559.3
2011-11-30,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1567.7
2011-11-30,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1703.28
2011-11-30,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1489.88
2011-11-30,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1455.48
2011-11-30,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
