MONTH_END,CODE,CODE_DISPLAY_NAME,PRICE_TYPE_DESCRIPTION,VALUE
2011-11-30,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.88
2011-11-30,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2011-11-30,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-11-30,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-11-30,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-11-30,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1835.15
2011-11-30,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.74
2011-11-30,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1416.47
2011-11-30,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1410.32
2011-11-30,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1537.93
2011-11-30,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1660.45
2011-12-31,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1304.2
2011-12-31,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1427.4
2011-12-31,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1416.0
2011-12-31,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,1844.2
2011-12-31,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1332.0
2011-12-31,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1393.4
2011-12-31,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1374.6
2011-12-31,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,1824.0
2011-12-31,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,322.06309523809523
2011-12-31,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1272.04
2011-12-31,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1277.12
2011-12-31,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1315.02
2011-12-31,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1388.6799999999998
2011-12-31,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1517.67
2011-12-31,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1289.6
2011-12-31,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1272.04
2011-12-31,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1338.52
2011-12-31,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1407.52
2011-12-31,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1455.6399999999999
2011-12-31,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1568.16
2011-12-31,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1360.0099999999998
2011-12-31,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1316.7199999999998
2011-12-31,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1455.0
2011-12-31,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1444.48
2011-12-31,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1568.8
2011-12-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1572.99
2011-12-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1470.02
2011-12-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1489.01
2011-12-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1661.604
2011-12-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1427.2800000000002
2011-12-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1405.72
2011-12-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2011-12-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1738.2800000000002
2011-12-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1756.8
2011-12-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-12-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2011-12-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2011-12-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1784.35
2011-12-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.7400000000002
2011-12-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1379.438
2011-12-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1373.45
2011-12-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1501.1680000000001
2011-12-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1623.892
2012-01-31,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1348.5
2012-01-31,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1474.5
2012-01-31,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1476.0
2012-01-31,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,1838.75
2012-01-31,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1377.0
2012-01-31,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1440.0
2012-01-31,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1433.25
2012-01-31,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,1818.25
2012-01-31,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,276.33875
2012-01-31,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1225.84
2012-01-31,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1231.07
2012-01-31,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1269.57
2012-01-31,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1343.98
2012-01-31,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1482.03
2012-01-31,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1243.1
2012-01-31,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1225.84
2012-01-31,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1292.47
2012-01-31,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1361.92
2012-01-31,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1410.34
2012-01-31,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1532.52
2012-01-31,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1298.61
2012-01-31,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1256.32
2012-01-31,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1395.0
2012-01-31,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1385.28
2012-01-31,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1521.44
2012-01-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1513.63
2012-01-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1410.5
2012-01-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1436.55
2012-01-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1633.82
2012-01-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1411.63
2012-01-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1393.28
2012-01-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2012-01-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1725.38
2012-01-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1744.0
2012-01-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2012-01-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2012-01-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2012-01-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1771.65
2012-01-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.74
2012-01-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1354.75
2012-01-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1348.87
2012-01-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1476.66
2012-01-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1599.52
2012-02-29,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1401.25
2012-02-29,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1478.0
2012-02-29,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1481.75
2012-02-29,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,1843.25
2012-02-29,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1430.75
2012-02-29,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1441.75
2012-02-29,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1437.75
2012-02-29,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,1822.0
2012-02-29,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,237.24499999999998
2012-02-29,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1225.84
2012-02-29,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1231.07
2012-02-29,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1269.57
2012-02-29,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1343.98
2012-02-29,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1482.03
2012-02-29,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1243.1
2012-02-29,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1225.84
2012-02-29,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1292.47
2012-02-29,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1361.92
2012-02-29,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1410.34
2012-02-29,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1532.52
2012-02-29,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1298.61
2012-02-29,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1256.32
2012-02-29,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1395.0
2012-02-29,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1385.28
2012-02-29,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1521.44
2012-02-29,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1513.63
2012-02-29,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1410.5
2012-02-29,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1436.55
2012-02-29,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1633.82
2012-02-29,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1411.63
2012-02-29,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1393.28
2012-02-29,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2012-02-29,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1725.38
2012-02-29,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1744.0
2012-02-29,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2012-02-29,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2012-02-29,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2012-02-29,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1771.65
2012-02-29,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.74
2012-02-29,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1354.75
2012-02-29,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1348.87
2012-02-29,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1476.66
2012-02-29,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1599.52
2012-03-31,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1367.8
2012-03-31,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1442.6
2012-03-31,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1446.2
2012-03-31,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,1798.8
2012-03-31,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1396.4
2012-03-31,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1407.4
2012-03-31,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1402.8
2012-03-31,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,1778.0
2012-03-31,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,229.85232558139535
2012-03-31,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1265.264
2012-03-31,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1271.594
2012-03-31,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1305.9299999999998
2012-03-31,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1373.78
2012-03-31,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1493.91
2012-03-31,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1280.3
2012-03-31,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1262.8
2012-03-31,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1329.31
2012-03-31,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1398.4
2012-03-31,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1446.58
2012-03-31,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1568.1599999999999
2012-03-31,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1318.2579999999998
2012-03-31,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1276.252
2012-03-31,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1410.0
2012-03-31,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1400.08
2012-03-31,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1527.3600000000001
2012-03-31,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1531.438
2012-03-31,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1410.5
2012-03-31,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1436.55
2012-03-31,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1633.82
2012-03-31,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1411.63
2012-03-31,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1393.28
2012-03-31,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1877.4
2012-03-31,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1725.3800000000003
2012-03-31,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1744.0
2012-03-31,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1940.4
2012-03-31,PA0007655,Base oil Group 3 6cst US SK E&P Gulf coast $/t,midpoint,1940.4
2012-03-31,PA0007656,Base oil Group 3 8cst US SK E&P Gulf coast $/t,midpoint,1965.6
2012-03-31,PA0007657,Base oil Group 3 4cst US Phillips 66 Gulf coast $/t,midpoint,1771.65
2012-03-31,PA0007658,Base oil Group 3 8cst US Phillips 66 Gulf coast $/t,midpoint,1871.7400000000002
2012-03-31,PA0007689,Base oil Group 2 80 US Calumet Shreveport $/t,midpoint,1354.75
2012-03-31,PA0007690,Base oil Group 2 100 US Calumet Shreveport $/t,midpoint,1348.87
2012-03-31,PA0007691,Base oil Group 2 150 US Calumet Shreveport $/t,midpoint,1476.66
2012-03-31,PA0007692,Base oil Group 2 325 US Calumet Shreveport $/t,midpoint,1599.52
2012-04-30,PA0007511,Base oil Group 1 SN 70 IOC prices India Chennai domestic $/t,midpoint,1413.5
2012-04-30,PA0007512,Base oil Group 1 SN 150 IOC prices India Chennai domestic $/t,midpoint,1486.25
2012-04-30,PA0007513,Base oil Group 1 SN 500 IOC prices India Chennai domestic $/t,midpoint,1507.25
2012-04-30,PA0007514,Base oil Group 1 Bright stock IOC prices India Chennai domestic $/t,midpoint,1848.5
2012-04-30,PA0007515,Base oil Group 1 SN 70 IOC prices India Mumbai domestic $/t,midpoint,1441.25
2012-04-30,PA0007516,Base oil Group 1 SN 150 IOC prices India Mumbai domestic $/t,midpoint,1452.0
2012-04-30,PA0007517,Base oil Group 1 SN 500 IOC prices India Mumbai domestic $/t,midpoint,1465.0
2012-04-30,PA0007518,Base oil Group 1 Bright stock IOC prices India Mumbai domestic $/t,midpoint,1828.0
2012-04-30,PA0007560,Base oil Group 1 SN 500 fob United States premium to heating oil $/t quarter,midpoint,308.2809523809524
2012-04-30,PA0007583,Base oil Group 1 100 US Exxon Mobil Gulf coast $/t,midpoint,1324.4
2012-04-30,PA0007584,Base oil Group 1 150 US Exxon Mobil Gulf coast $/t,midpoint,1332.38
2012-04-30,PA0007585,Base oil Group 1 300/350 US Exxon Mobil Gulf coast $/t,midpoint,1360.47
2012-04-30,PA0007586,Base oil Group 1 600/650 US Exxon Mobil Gulf coast $/t,midpoint,1418.48
2012-04-30,PA0007588,Base oil Group 1 Bright stock US Exxon Mobil Gulf coast $/t,midpoint,1511.73
2012-04-30,PA0007589,Base oil Group 1 70/75 US Holly $/t,midpoint,1336.1
2012-04-30,PA0007590,Base oil Group 1 100 US Holly $/t,midpoint,1318.24
2012-04-30,PA0007591,Base oil Group 1 150 US Holly $/t,midpoint,1384.57
2012-04-30,PA0007592,Base oil Group 1 250 US Holly $/t,midpoint,1453.12
2012-04-30,PA0007593,Base oil Group 1 500 US Holly $/t,midpoint,1500.94
2012-04-30,PA0007594,Base oil Group 1 Bright stock US Holly $/t,midpoint,1621.62
2012-04-30,PA0007595,Base oil Group 1 100 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1396.85
2012-04-30,PA0007596,Base oil Group 1 150 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1355.98
2012-04-30,PA0007597,Base oil Group 1 500 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1470.0
2012-04-30,PA0007599,Base oil Group 1 700 US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1459.28
2012-04-30,PA0007600,Base oil Group 1 Bright stock US Paulsboro Refining (formerly Valero) east coast $/t,midpoint,1551.04
2012-04-30,PA0007602,Base oil Group 1 Bright stock US Calumet Shreveport $/t,midpoint,1602.67
2012-04-30,PA0007629,Base oil Group 2 100/120 US Motiva Gulf coast $/t,midpoint,1463.975
2012-04-30,PA0007630,Base oil Group 2 200/220 US Motiva Gulf coast $/t,midpoint,1491.45
2012-04-30,PA0007631,Base oil Group 2 600 US Motiva Gulf coast $/t,midpoint,1688.1799999999998
2012-04-30,PA0007643,Base oil Group 2+ 110/130 US ExxonMobil Gulf coast $/t,midpoint,1458.58
2012-04-30,PA0007644,Base oil Group 2+ 190 US ExxonMobil Gulf coast $/t,midpoint,1439.93
2012-04-30,PA0007646,Base oil Group 2+ 70/80 US SK E&P Gulf coast $/t,midpoint,1924.65
2012-04-30,PA0007647,Base oil Group 2+ 50/60 US Phillips 66 Gulf coast $/t,midpoint,1789.88
2012-04-30,PA0007648,Base oil Group 2+ 70/80 US Phillips 66 Gulf coast $/t,midpoint,1808.0
2012-04-30,PA0007654,Base oil Group 3 4cst US SK E&P Gulf coast $/t,midpoint,1987.65
